DOID:0001816, 1, angiosarcoma, Term, DOID:1115
DOID:6034, 1, heart malignant hemangiopericytoma, Term, DOID:5262
DOID:6034, 1, malignant hemangiopericytoma of Heart,  EXACT [NCI2004_11_17:C5365], DOID:5262
DOID:6037, 1, spindle cell intraocular melanoma, Term, DOID:1752
DOID:6037, 1, Uveal spindle cell melanoma,  EXACT [NCI2004_11_17:C7986], DOID:1752
DOID:6039, 1, uveal melanoma, Term, DOID:3479
DOID:6039, 1, melanoma of Uvea,  EXACT [NCI2004_11_17:C7712], DOID:3479
DOID:6041, 1, choroid spindle cell melanoma, Term, DOID:6438
DOID:6041, 1, spindle cell melanoma of the Choroid,  EXACT [NCI2004_11_17:C6099], DOID:6438
DOID:6043, 1, ciliary body spindle cell melanoma, Term, DOID:6037
DOID:6043, 1, spindle cell melanoma of the Ciliary body,  EXACT [NCI2004_11_17:C6117], DOID:6037
DOID:6045, 1, AIDS retinopathy, Term, 
DOID:6048, 1, telangiectatic glomangioma, Term, DOID:2435
DOID:605, 1, flying phobia, Term, DOID:599
DOID:6050, 1, esophageal disease, Term, DOID:77
DOID:6050, 1, esophageal Ulcer,  EXACT [NCI2004_11_17:C26950], DOID:77
DOID:6052, 1, central nervous system childhood germ cell tumor, Term, DOID:4439
DOID:6052, 1, pediatric germ cell neoplasm of CNS,  EXACT [NCI2004_11_17:C6205], DOID:4439
DOID:6053, 1, pediatric germ cell cancer, Term, DOID:2994
DOID:6053, 1, pediatric germ cell neoplasm,  EXACT [NCI2004_11_17:C7928], DOID:2994
DOID:6053, 1, pediatric germ cell tumor,  RELATED [], DOID:2994
DOID:6054, 1, frontal sinus Schneiderian papilloma, Term, DOID:1361
DOID:6054, 1, Schneiderian papilloma of the Frontal sinus,  EXACT [NCI2004_11_17:C6837], DOID:1361
DOID:6055, 1, paranasal sinus Schneiderian papilloma, Term, 
DOID:6055, 1, Schneiderian papilloma of Accessory sinus,  EXACT [NCI2004_11_17:C6835], 
DOID:6059, 1, nasal vestibule papilloma, Term, DOID:0050621
DOID:6059, 1, papilloma of nasal vestibule (disorder),  EXACT [SNOMEDCT_2005_07_31:232364006], DOID:0050621
DOID:6059, 1, squamous papilloma of the nasal Vestibule,  EXACT [NCI2004_11_17:C4369], DOID:0050621
DOID:606, 1, Brown-Sequard syndrome, Term, DOID:607
DOID:606, 1, Brown-Squard syndrome (disorder),  EXACT [SNOMEDCT_2005_07_31:27982003], DOID:607
DOID:6065, 1, urinary tract non-invasive transitional cell neoplasm, Term, DOID:5433
DOID:6067, 1, ovarian mucinous neoplasm, Term, DOID:2152
DOID:6067, 1, malignant ovarian mucinous neoplasm,  EXACT [], DOID:2152
DOID:6067, 1, mucinous tumor of Ovary,  EXACT [NCI2004_11_17:C5242], DOID:2152
DOID:6067, 1, Ovarian mucinous tumor,  EXACT [SNOMEDCT_2005_07_31:189683008], DOID:2152
DOID:607, 1, paraplegia, Term, DOID:331
DOID:607, 1, Paraplegia, lower,  EXACT [MTHICD9_2006:344.1], DOID:331
DOID:6071, 1, resectable duodenal carcinoma, Term, 
DOID:6077, 1, localized malignant mesothelioma, Term, 
DOID:6078, 1, secondary malignant neoplasm to the nervous system, Term, 
DOID:6079, 1, drop secondary malignant neoplasm to the spinal cord, Term, 
DOID:6079, 1, Drop metastatic tumor to the Spinal Cord,  EXACT [NCI2004_11_17:C5439], 
DOID:6080, 1, spinal cord secondary cancer, Term, 
DOID:6080, 1, metastatic tumor to the Spinal Cord,  EXACT [NCI2004_11_17:C4585], 
DOID:6080, 1, secondary malignant neoplasm of spinal cord (disorder),  EXACT [SNOMEDCT_2005_07_31:94600009], 
DOID:6081, 1, childhood testicular endodermal sinus neoplasm, Term, 
DOID:6081, 1, pediatric testicular Yolk Sac tumor,  EXACT [NCI2004_11_17:C6543], 
DOID:6082, 1, pediatric testicular germ cell tumor, Term, DOID:5557
DOID:6082, 1, pediatric testicular germ cell neoplasm,  EXACT [NCI2004_11_17:C6552], DOID:5557
DOID:6083, 1, childhood ovarian endodermal sinus tumor, Term, DOID:5350
DOID:6083, 1, childhood ovarian endodermal sinus neoplasm,  EXACT [], DOID:5350
DOID:6083, 1, pediatric Ovarian Yolk Sac tumor,  EXACT [NCI2004_11_17:C6551], DOID:5350
DOID:6084, 1, pediatric ovarian germ cell tumor, Term, DOID:2156
DOID:6084, 1, pediatric Ovarian germ cell neoplasm,  EXACT [NCI2004_11_17:C8588], DOID:2156
DOID:6085, 1, meningeal melanoma, Term, DOID:6086
DOID:6085, 1, melanoma of the leptomeninges,  EXACT [], DOID:6086
DOID:6086, 1, malignant leptomeningeal tumor, Term, DOID:3565
DOID:6086, 1, malignant tumor of Leptomeninges,  EXACT [NCI2004_11_17:C8506], DOID:3565
DOID:6087, 1, predominant disturbance of emotions, Term, 
DOID:6088, 1, acute stress disorder, Term, DOID:2030
DOID:6088, 1, traumatic stress disorder,  EXACT [], DOID:2030
DOID:6089, 1, pediatric leptomeningeal melanoma, Term, DOID:6085
DOID:609, 1, skin abnormality, Term, 
DOID:6090, 1, adult leptomeningeal melanoma, Term, DOID:6085
DOID:6090, 1, melanoma of adult Leptomeninges,  EXACT [NCI2004_11_17:C5319], DOID:6085
DOID:6091, 1, ampulla of vater intestinal type adenocarcinoma, Term, 
DOID:6098, 1, thalamic neoplasm, Term, DOID:3843
DOID:6098, 1, malignant neoplasm of thalamus,  EXACT [], DOID:3843
DOID:6098, 1, malignant neoplasm of thalamus (disorder),  EXACT [SNOMEDCT_2005_07_31:188287005], DOID:3843
DOID:6098, 1, malignant tumor of Thalamus,  EXACT [NCI2004_11_17:C4576], DOID:3843
DOID:6098, 1, tumor of Thalamus,  EXACT [NCI2004_11_17:C6221], DOID:3843
DOID:61, 1, mitral valve disease, Term, DOID:4079
DOID:61, 1, chronic rheumatic mitral valve (disorder),  EXACT [SNOMEDCT_2005_07_31:286947004], DOID:4079
DOID:61, 1, disease of mitral valve,  EXACT [ICD9CM_2006:394], DOID:4079
DOID:61, 1, Mitral RH valve dis.,  EXACT [SNOMEDCT_2005_07_31:155276006, SNOMEDCT_2005_07_31:266278002], DOID:4079
DOID:61, 1, rheumatic disease of mitral valve,  EXACT [], DOID:4079
DOID:61, 1, Rheumatic disease of mitral valve (disorder),  EXACT [SNOMEDCT_2005_07_31:83898004], DOID:4079
DOID:61, 1, Rheumatic mitral insufficiency,  EXACT [ICD9CM_2006:394.1, SNOMEDCT_2005_07_31:155279004, SNOMEDCT_2005_07_31:266279005], DOID:4079
DOID:61, 1, Rheumatic mitral valve changes,  EXACT [SNOMEDCT_2005_07_31:250998008], DOID:4079
DOID:61, 1, rheumatic mitral valve incompetence,  EXACT [], DOID:4079
DOID:61, 1, Rheumatic mitral valve regurgitation,  EXACT [MTHICD9_2006:394.1], DOID:4079
DOID:6101, 1, signet ring cell variant cervical mucinous adenocarcinoma, Term, DOID:3701
DOID:6102, 1, herpetic gastritis, Term, DOID:2327
DOID:6103, 1, thoracic spinal canal and spinal cord meningioma, Term, DOID:1140
DOID:6103, 1, meningioma of the Thoracic Spinal canal and Spinal Cord,  EXACT [NCI2004_11_17:C5297], DOID:1140
DOID:6104, 1, mixed embryonal carcinoma and teratoma of the mediastinum, Term, 
DOID:6104, 1, Teratocarcinoma of mediastinum,  EXACT [NCI2004_11_17:C6442], 
DOID:6105, 1, mediastinum malignant teratoma, Term, 
DOID:6105, 1, malignant mediastinal teratoma,  EXACT [NCI2004_11_17:C4668], 
DOID:6105, 1, malignant teratoma of mediastinum (disorder),  EXACT [SNOMEDCT_2005_07_31:278042005], 
DOID:6107, 1, mediastinal mixed non-seminomatous germ cell tumor, Term, 
DOID:6107, 1, mixed Non-Seminomatous germ cell tumor of mediastinum,  EXACT [NCI2004_11_17:C6444], 
DOID:6108, 1, mesenchymal hamartoma of the liver, Term, 
DOID:6108, 1, mesenchymal hamartoma of Liver,  EXACT [NCI2004_11_17:C5751], 
DOID:6109, 1, hepatic and intrahepatic bile duct non-epithelial neoplasm, Term, 
DOID:611, 1, leukocyte-adhesion deficiency syndrome, Term, DOID:3262
DOID:6110, 1, jugular foramen meningioma, Term, DOID:3565
DOID:6110, 1, meningioma of the Jugular Foramen,  EXACT [NCI2004_11_17:C5293], DOID:3565
DOID:6111, 1, jugular foramen neoplasm, Term, 
DOID:6111, 1, tumor of Jugular Foramen,  EXACT [NCI2004_11_17:C5589], 
DOID:6112, 1, cerebral meningioma, Term, DOID:368
DOID:6112, 1, Cerebral meningioma (disorder),  EXACT [SNOMEDCT_2005_07_31:189164002], DOID:368
DOID:6112, 1, meningioma of Cerebrum,  EXACT [NCI2004_11_17:C4807], DOID:368
DOID:6113, 1, intracerebral cystic meningioma, Term, DOID:6112
DOID:6114, 1, cerebral convexity meningioma, Term, DOID:6112
DOID:6114, 1, Cerebral Hemispheric Convexity meningioma,  EXACT [NCI2004_11_17:C4959], DOID:6112
DOID:6115, 1, lateral ventricle meningioma, Term, DOID:3772
DOID:6115, 1, meningioma of the Lateral Ventricle,  EXACT [NCI2004_11_17:C5302], DOID:3772
DOID:6118, 1, renal pelvis inverted papilloma, Term, DOID:6119
DOID:6118, 1, Inverted papilloma of the kidney Pelvis,  EXACT [NCI2004_11_17:C6187], DOID:6119
DOID:6119, 1, renal pelvis urothelial papilloma, Term, DOID:5975
DOID:612, 1, primary immunodeficiency disease, Term, DOID:2914
DOID:612, 1, hypoimmunity,  EXACT [CSP2005:1553-9570], DOID:2914
DOID:612, 1, immune deficiency disorder,  EXACT [CSP2005:1560-5885], DOID:2914
DOID:612, 1, immunodeficiency syndrome,  EXACT [NCI2004_11_17:C3131], DOID:2914
DOID:6122, 1, AIDS-related anal cancer, Term, 
DOID:6126, 1, anal canal carcinoma, Term, DOID:0050688
DOID:6126, 1, anal canal and Perianal gland carcinoma,  EXACT [NCI2004_11_17:C7489], DOID:0050688
DOID:6126, 1, carcinoma of anal canal,  RELATED [], DOID:0050688
DOID:6126, 1, carcinoma of anal canal (disorder),  EXACT [SNOMEDCT_2005_07_31:285310000], DOID:0050688
DOID:6128, 1, gliomatosis cerebri, Term, DOID:1319
DOID:6128, 1, Astrocytosis cerebri,  EXACT [NCI2004_11_17:C4318], DOID:1319
DOID:6128, 1, Gliomatosis cerebri (morphologic abnormality),  EXACT [SNOMEDCT_2005_07_31:26138003], DOID:1319
DOID:613, 1, T lymphocyte deficiency, Term, DOID:11200
DOID:613, 1, T-cell Immunodeficiency,  EXACT [NCI2004_11_17:C27145], DOID:11200
DOID:613, 1, T-lymphocyte deficiency (finding),  EXACT [SNOMEDCT_2005_07_31:398055000], DOID:11200
DOID:613, 1, T-lymphocyte immunodeficiency (disorder),  EXACT [SNOMEDCT_2005_07_31:402792003], DOID:11200
DOID:6132, 1, bronchitis, Term, DOID:1176
DOID:6132, 1, acute Bronchitis,  EXACT [NCI2004_11_17:C26932], DOID:1176
DOID:6132, 1, acute bronchitis and bronchiolitis,  RELATED [], DOID:1176
DOID:6132, 1, chest cold,  EXACT [], DOID:1176
DOID:6132, 1, Chest infection NOS (disorder),  EXACT [SNOMEDCT_2005_07_31:266339003], DOID:1176
DOID:6132, 1, chronic bronchitis,  EXACT [], DOID:1176
DOID:6132, 1, CI - Chest infection,  EXACT [SNOMEDCT_2005_07_31:266340001], DOID:1176
DOID:6132, 1, Infection of lower respiratory tract,  EXACT [SNOMEDCT_2005_07_31:155626002], DOID:1176
DOID:6132, 1, lower respiratory tract Infection,  EXACT [NCI2004_11_17:C35158], DOID:1176
DOID:6132, 1, recurrent wheezy bronchitis,  EXACT [SNOMEDCT_2005_07_31:195936003], DOID:1176
DOID:6139, 1, uterine corpus epithelioid leiomyosarcoma, Term, DOID:5289
DOID:614, 1, lymphopenia, Term, DOID:615
DOID:614, 1, Lymphocytopenia,  EXACT [MTHICD9_2006:288.8], DOID:615
DOID:6148, 1, nasal cavity carcinoma in situ, Term, DOID:8719
DOID:6148, 1, carcinoma in situ of nasal cavities,  EXACT [MTHICD9_2006:231.8], DOID:8719
DOID:6148, 1, carcinoma in situ of nasal cavity (disorder),  EXACT [SNOMEDCT_2005_07_31:92663007], DOID:8719
DOID:6148, 1, stage 0 carcinoma of the nasal cavity,  EXACT [NCI2004_11_17:C4589], DOID:8719
DOID:615, 1, leukopenia, Term, DOID:9500
DOID:615, 1, Leucopenia,  EXACT [SNOMEDCT_2005_07_31:191348003], DOID:9500
DOID:616, 1, Deltaretrovirus infectious disease, Term, 
DOID:6160, 1, childhood choriocarcinoma of the testis, Term, DOID:5551
DOID:6160, 1, pediatric testicular Choriocarcinoma,  EXACT [NCI2004_11_17:C6544], DOID:5551
DOID:6161, 1, childhood testicular mixed germ cell tumor, Term, DOID:4743
DOID:6161, 1, pediatric testicular mixed germ cell tumor,  EXACT [NCI2004_11_17:C6542], DOID:4743
DOID:6162, 1, childhood embryonal testis carcinoma, Term, DOID:5680
DOID:6162, 1, childhood embryonal carcinoma of the testis,  RELATED [], DOID:5680
DOID:6162, 1, pediatric testicular Embryonal carcinoma,  EXACT [NCI2004_11_17:C6545], DOID:5680
DOID:6163, 1, familial renal papillary carcinoma, Term, DOID:4455
DOID:6163, 1, Hereditary Papillary renal carcinoma,  EXACT [NCI2004_11_17:C9222], DOID:4455
DOID:6166, 1, prostatic urethra urothelial carcinoma, Term, DOID:6167
DOID:6167, 1, prostatic urethral cancer, Term, DOID:736
DOID:617, 1, Retroviridae infectious disease, Term, 
DOID:617, 1, disease due to Retroviridae (disorder),  EXACT [SNOMEDCT_2005_07_31:105635000], 
DOID:617, 1, Retroviridae disease,  EXACT [CSP2005:3100-1695], 
DOID:6170, 1, ovarian carcinosarcoma, Term, DOID:2151
DOID:6170, 1, ovarian malignant mesodermal (mullerian) mixed tumor,  EXACT [], DOID:2151
DOID:6170, 1, ovarian malignant mixed Mullerian tumor,  EXACT [], DOID:2151
DOID:6170, 1, Ovarian MMMT,  EXACT [NCI2004_11_17:C9192], DOID:2151
DOID:6171, 1, uterine carcinosarcoma, Term, DOID:4114
DOID:6171, 1, mixed mullerian sarcoma of uterus,  EXACT [NCI2004_11_17:C9180], DOID:4114
DOID:6174, 1, sporadic conventional renal cell carcinoma, Term, 
DOID:6175, 1, mediastinal neurilemmoma, Term, DOID:4691
DOID:6175, 1, Schwannoma of mediastinum,  EXACT [NCI2004_11_17:C6643], DOID:4691
DOID:6178, 1, metastatic ovarian small cell carcinoma with hypercalcemia, Term, 
DOID:6179, 1, ovarian small cell carcinoma, Term, DOID:4001
DOID:6180, 1, Cytomegalovirus gastritis, Term, 
DOID:6180, 1, CMV Gastritis,  EXACT [], 
DOID:6180, 1, CMV-Related Gastritis,  EXACT [NCI2004_11_17:C27217], 
DOID:6184, 1, squamous cell carcinoma of unknown primary, Term, 
DOID:619, 1, lymphoproliferative disease, Term, 
DOID:619, 1, Duncan's syndrome,  EXACT [SNOMEDCT_2005_07_31:77121009], 
DOID:6190, 1, rectum Kaposi's sarcoma, Term, DOID:1995
DOID:6190, 1, Kaposi's sarcoma of rectum,  EXACT [NCI2004_11_17:C5550], DOID:1995
DOID:6190, 1, rectum Kaposi sarcoma,  EXACT [], DOID:1995
DOID:6192, 1, inflammatory MFH, Term, DOID:1907
DOID:6192, 1, Xanthosarcoma,  EXACT [NCI2004_11_17:C6497], DOID:1907
DOID:6193, 1, epithelioid sarcoma, Term, DOID:3350
DOID:6193, 1, epithelioid cell sarcoma,  EXACT [NCI2004_11_17:C3714], DOID:3350
DOID:6193, 1, epithelioid sarcoma (morphologic abnormality),  EXACT [SNOMEDCT_2005_07_31:59238007], DOID:3350
DOID:6195, 1, conjunctivitis, Term, DOID:4251
DOID:6195, 1, Madras eye,  RELATED [], DOID:4251
DOID:6195, 1, pink eye,  RELATED [], DOID:4251
DOID:6196, 1, reactive arthritis, Term, DOID:848
DOID:6196, 1, Fiessinger Leroy Reiter syndrome,  EXACT [CSP2005:0944-8011], DOID:848
DOID:6196, 1, Post-bacterial arthropathy,  EXACT [SNOMEDCT_2005_07_31:129133005], DOID:848
DOID:6196, 1, postdysenteric arthropathy,  EXACT [], DOID:848
DOID:6196, 1, Reactive arthritis,  EXACT [SNOMEDCT_2005_07_31:201736002], DOID:848
DOID:6196, 1, Reiter disease,  EXACT [], DOID:848
DOID:6196, 1, Reiter's disease,  EXACT [ICD9CM_2006:099.3, SNOMEDCT_2005_07_31:154390002], DOID:848
DOID:6197, 1, conventional malignant hemangiopericytoma, Term, DOID:264
DOID:6198, 1, corneal intraepithelial neoplasm, Term, DOID:0060071
DOID:6199, 1, cornea cancer, Term, DOID:2174
DOID:6199, 1, Corneal tumor,  EXACT [NCI2004_11_17:C4361], DOID:2174
DOID:6199, 1, malignant Corneal tumor,  EXACT [NCI2004_11_17:C3565], DOID:2174
DOID:6199, 1, malignant neoplasm of cornea,  EXACT [], DOID:2174
DOID:6199, 1, malignant neoplasm of cornea (primary),  EXACT [SNOMEDCT_2005_07_31:93766000], DOID:2174
DOID:6199, 1, malignant tumor of cornea (disorder),  EXACT [SNOMEDCT_2005_07_31:363464006], DOID:2174
DOID:6199, 1, neoplasm of cornea (disorder),  EXACT [SNOMEDCT_2005_07_31:126997008], DOID:2174
DOID:62, 1, aortic valve disease, Term, DOID:4079
DOID:620, 1, blood protein disease, Term, DOID:74
DOID:620, 1, blood protein disorder,  EXACT [CSP2005:0449-0541], DOID:74
DOID:6200, 1, recurrent malignant pericardial mesothelioma, Term, 
DOID:6201, 1, pericardial mesothelioma, Term, DOID:116
DOID:6201, 1, malignant mesothelioma of pericardium,  EXACT [SNOMEDCT_2005_07_31:187885008], DOID:116
DOID:6201, 1, malignant Pericardial Mesothelioma,  EXACT [NCI2004_11_17:C7631], DOID:116
DOID:6202, 1, mesothelioma malignant recurrent, Term, 
DOID:6202, 1, relapsed malignant Mesothelioma,  EXACT [NCI2004_11_17:C7866], 
DOID:6203, 1, thyroid hyalinizing trabecular adenoma, Term, DOID:6204
DOID:6203, 1, PLAT,  EXACT [NCI2004_11_17:C6846], DOID:6204
DOID:6204, 1, follicular adenoma, Term, DOID:2891
DOID:6204, 1, Follicular adenoma (morphologic abnormality),  EXACT [SNOMEDCT_2005_07_31:55021007], DOID:2891
DOID:6204, 1, Follicular adenoma of the Thyroid gland,  EXACT [NCI2004_11_17:C3684], DOID:2891
DOID:6204, 1, Thyroid follicular adenoma (disorder),  EXACT [SNOMEDCT_2005_07_31:255034006], DOID:2891
DOID:6208, 1, mediastinal osteogenic sarcoma, Term, DOID:3357
DOID:6208, 1, Osteosarcoma of mediastinum,  EXACT [NCI2004_11_17:C6615], DOID:3357
DOID:6209, 1, malignant mediastinum hemangiopericytoma, Term, DOID:264
DOID:6209, 1, malignant hemangiopericytoma of mediastinum,  EXACT [NCI2004_11_17:C6608], DOID:264
DOID:621, 1, simian acquired immunodeficiency syndrome, Term, 
DOID:621, 1, SAIDS,  EXACT [CSP2005:1560-6306], 
DOID:621, 1, simian lymphoproliferative syndrome,  EXACT [CSP2005:3131-3700], 
DOID:6210, 1, bladder diffuse clear cell adenocarcinoma, Term, DOID:5306
DOID:6211, 1, mixed epithelial tumor of ovary, Term, DOID:0060112
DOID:6211, 1, mixed epithelial tumor of ovary (disorder),  EXACT [SNOMEDCT_2005_07_31:254855000], DOID:0060112
DOID:6211, 1, Ovarian mixed epithelial tumor,  EXACT [NCI2004_11_17:C4508], DOID:0060112
DOID:6212, 1, ovarian endometrial cancer, Term, DOID:2152
DOID:6212, 1, endometrioid neoplasm of Ovary,  EXACT [NCI2004_11_17:C6257], DOID:2152
DOID:6212, 1, malignant ovarian endometrioid tumor,  EXACT [], DOID:2152
DOID:6212, 1, ovarian endometrioid neoplasm,  EXACT [], DOID:2152
DOID:6213, 1, ovarian serous tumor, Term, 
DOID:6213, 1, Ovarian serous tumor (morphologic abnormality),  EXACT [SNOMEDCT_2005_07_31:253024004], 
DOID:6213, 1, Ovarian serous tumour,  EXACT [SNOMEDCT_2005_07_31:189683008], 
DOID:6213, 1, serous tumor of Ovary,  EXACT [NCI2004_11_17:C8431], 
DOID:6214, 1, ovarian papillary neoplasm, Term, DOID:2152
DOID:6214, 1, Ovarian papillary tumor (morphologic abnormality),  EXACT [SNOMEDCT_2005_07_31:253023005], DOID:2152
DOID:6214, 1, Ovarian papillary tumour,  EXACT [SNOMEDCT_2005_07_31:189683008], DOID:2152
DOID:6214, 1, Papillary tumor of Ovary,  EXACT [NCI2004_11_17:C8430], DOID:2152
DOID:6217, 1, gastric diffuse adenocarcinoma, Term, DOID:3717
DOID:6217, 1, adenocarcinoma of Linitis Plastica type,  EXACT [NCI2004_11_17:C9159], DOID:3717
DOID:6217, 1, carcinoma, diffuse type (morphologic abnormality),  EXACT [SNOMEDCT_2005_07_31:24505004], DOID:3717
DOID:6217, 1, Diffuse type adenocarcinoma,  EXACT [NCI2004_11_17:C4127], DOID:3717
DOID:6217, 1, diffuse type carcinoma,  EXACT [], DOID:3717
DOID:622, 1, Lentivirus infectious disease, Term, 
DOID:622, 1, Lentivirus disease,  EXACT [CSP2005:3100-1695], 
DOID:6225, 1, Cronkhite-Canada syndrome, Term, DOID:76
DOID:6225, 1, gastric Cronkhite Canada polyposis,  EXACT [], DOID:76
DOID:6227, 1, articular cartilage disease, Term, DOID:381
DOID:6227, 1, Articular cartilage disorder involving ankle and foot,  EXACT [ICD9CM_2006:718.07], DOID:381
DOID:6227, 1, Articular cartilage disorder involving forearm,  EXACT [ICD9CM_2006:718.03], DOID:381
DOID:6227, 1, Articular cartilage disorder involving hand,  EXACT [ICD9CM_2006:718.04], DOID:381
DOID:6227, 1, Articular cartilage disorder involving multiple sites,  EXACT [ICD9CM_2006:718.09], DOID:381
DOID:6227, 1, Articular cartilage disorder involving pelvic region and thigh,  EXACT [ICD9CM_2006:718.05], DOID:381
DOID:6227, 1, Articular cartilage disorder involving shoulder region,  EXACT [ICD9CM_2006:718.01], DOID:381
DOID:6227, 1, Articular cartilage disorder involving upper arm,  EXACT [ICD9CM_2006:718.02], DOID:381
DOID:6227, 1, articular cartilage disorder of ankle and/or foot,  EXACT [], DOID:381
DOID:6227, 1, Articular cartilage disorder of ankle and/or foot (disorder),  EXACT [SNOMEDCT_2005_07_31:84970007], DOID:381
DOID:6227, 1, Articular cartilage disorder of forearm,  EXACT [], DOID:381
DOID:6227, 1, Articular cartilage disorder of forearm (disorder),  EXACT [SNOMEDCT_2005_07_31:936009], DOID:381
DOID:6227, 1, Articular cartilage disorder of hand,  EXACT [], DOID:381
DOID:6227, 1, Articular cartilage disorder of hand (disorder),  EXACT [SNOMEDCT_2005_07_31:90068007], DOID:381
DOID:6227, 1, Articular cartilage disorder of multiple sites,  EXACT [], DOID:381
DOID:6227, 1, Articular cartilage disorder of multiple sites (disorder),  EXACT [SNOMEDCT_2005_07_31:84097002], DOID:381
DOID:6227, 1, Articular cartilage disorder of shoulder region,  EXACT [], DOID:381
DOID:6227, 1, Articular cartilage disorder of shoulder region (disorder),  EXACT [SNOMEDCT_2005_07_31:16547002], DOID:381
DOID:6227, 1, Articular cartilage disorder of the ankle and foot (disorder),  EXACT [SNOMEDCT_2005_07_31:202138005], DOID:381
DOID:6227, 1, Articular cartilage disorder of the forearm (disorder),  EXACT [SNOMEDCT_2005_07_31:202135008], DOID:381
DOID:6227, 1, Articular cartilage disorder of the hand (disorder),  EXACT [SNOMEDCT_2005_07_31:202136009], DOID:381
DOID:6227, 1, Articular cartilage disorder of the pelvic region and thigh,  EXACT [], DOID:381
DOID:6227, 1, Articular cartilage disorder of the pelvic region and thigh (disorder),  EXACT [SNOMEDCT_2005_07_31:202137000], DOID:381
DOID:6227, 1, Articular cartilage disorder of the shoulder region (disorder),  EXACT [SNOMEDCT_2005_07_31:202133001], DOID:381
DOID:6227, 1, Articular cartilage disorder of the upper arm (disorder),  EXACT [SNOMEDCT_2005_07_31:202134007], DOID:381
DOID:6227, 1, Articular cartilage disorder of upper arm,  EXACT [], DOID:381
DOID:6227, 1, Articular cartilage disorder of upper arm (disorder),  EXACT [SNOMEDCT_2005_07_31:9051008], DOID:381
DOID:6228, 1, peritoneal serous papillary adenocarcinoma, Term, DOID:4901
DOID:6228, 1, primary serous papillary carcinoma of peritoneum,  EXACT [SNOMEDCT_2005_07_31:15674004], DOID:4901
DOID:6229, 1, childhood mature teratoma of the ovary, Term, DOID:6231
DOID:6229, 1, pediatric Mature teratoma of Ovary,  EXACT [NCI2004_11_17:C6548], DOID:6231
DOID:6230, 1, childhood teratoma of the ovary, Term, DOID:5567
DOID:6230, 1, pediatric teratoma of Ovary,  EXACT [NCI2004_11_17:C6554], DOID:5567
DOID:6231, 1, mature teratoma of the ovary, Term, DOID:5566
DOID:6231, 1, Mature teratoma of Ovary,  EXACT [NCI2004_11_17:C8112], DOID:5566
DOID:6232, 1, ovarian biphasic or triphasic teratoma, Term, DOID:5567
DOID:6239, 1, non-invasive bladder papillary urothelial neoplasm, Term, DOID:5432
DOID:6239, 1, bladder papillary neoplasm of low malignant potential,  EXACT [], DOID:5432
DOID:6239, 1, bladder PUNLMP,  EXACT [NCI2004_11_17:C27884], DOID:5432
DOID:6239, 1, Papillary urothelial neoplasm of low malignant potential,  EXACT [SNOMEDCT_2005_07_31:128625004], DOID:5432
DOID:624, 1, transient hypogammaglobulinemia of infancy, Term, DOID:625
DOID:624, 1, Transient Hypogammaglobulinemia of Infancy,  EXACT [NCI2004_11_17:C27071], DOID:625
DOID:624, 1, Transient hypogammaglobulinemia of infancy (disorder),  EXACT [SNOMEDCT_2005_07_31:88714009], DOID:625
DOID:6240, 1, transitional cell intraepithelial neoplasm, Term, 
DOID:6244, 1, familial renal oncocytoma, Term, DOID:6245
DOID:6245, 1, renal oncocytoma, Term, DOID:3116
DOID:6245, 1, Oncocytoma of kidney (disorder),  EXACT [SNOMEDCT_2005_07_31:254922006], DOID:3116
DOID:6245, 1, renal epithelial Oncocytic tumor,  EXACT [NCI2004_11_17:C4526], DOID:3116
DOID:6246, 1, oncocytic neoplasm, Term, 
DOID:6246, 1, Oncocytic tumor,  EXACT [NCI2004_11_17:C7072], 
DOID:6249, 1, mediastinum seminoma, Term, DOID:5559
DOID:6249, 1, Seminoma of mediastinum,  EXACT [NCI2004_11_17:C6812], DOID:5559
DOID:625, 1, transient hypogammaglobulinemia, Term, DOID:2583
DOID:6250, 1, Epstein-Barr virus related carcinoma, Term, 
DOID:6250, 1, EBV Related carcinoma,  EXACT [NCI2004_11_17:C27690], 
DOID:6255, 1, growth hormone secreting pituitary adenoma, Term, DOID:5395
DOID:6255, 1, Growth Hormone Producing adenoma of the Pituitary,  EXACT [NCI2004_11_17:C7461], DOID:5395
DOID:6255, 1, growth hormone secreting adenoma of pituitary,  EXACT [], DOID:5395
DOID:6255, 1, Somatotroph adenoma (disorder),  EXACT [SNOMEDCT_2005_07_31:254957009], DOID:5395
DOID:6256, 1, malignant growth hormone secreting neoplasm of pituitary, Term, DOID:5716
DOID:6256, 1, malignant Somatotropinoma,  EXACT [NCI2004_11_17:C5963], DOID:5716
DOID:6257, 1, chromophil adenoma of the kidney, Term, DOID:2697
DOID:6257, 1, Papillary adenoma of the kidney,  EXACT [NCI2004_11_17:C3687], DOID:2697
DOID:6258, 1, type 1 papillary adenoma of the kidney, Term, DOID:6257
DOID:6259, 1, type 2 papillary adenoma of the kidney, Term, DOID:6257
DOID:626, 1, complement deficiency, Term, DOID:612
DOID:626, 1, Complement deficiency,  EXACT [NCI2004_11_17:C4691], DOID:612
DOID:626, 1, Complement deficiency,  EXACT [SNOMEDCT_2005_07_31:191014008], DOID:612
DOID:626, 1, Complement deficiency disease (disorder),  EXACT [SNOMEDCT_2005_07_31:24743004], DOID:612
DOID:6262, 1, follicular dendritic cell sarcoma, Term, DOID:7849
