D006394, MSH, DOID:0001816
194378006, SNOMEDCT_US_2015_03_01, DOID:566
5239005, SNOMEDCT_US_2015_03_01, DOID:566
C0155514, UMLS_CUI, DOID:566
C4107, NCI, DOID:5660
7300000, SNOMEDCT_US_2015_03_01, DOID:5660
C0334254, UMLS_CUI, DOID:5660
C4094, NCI, DOID:5662
16741004, SNOMEDCT_US_2015_03_01, DOID:5662
C0334233, UMLS_CUI, DOID:5662
C4653, NCI, DOID:5665
277156006, SNOMEDCT_US_2015_03_01, DOID:5665
C0349576, UMLS_CUI, DOID:5665
C6938, NCI, DOID:5667
254707006, SNOMEDCT_US_2015_03_01, DOID:5667
254708001, SNOMEDCT_US_2015_03_01, DOID:5667
32272007, SNOMEDCT_US_2015_03_01, DOID:5667
C1412016, UMLS_CUI, DOID:5667
C4188, NCI, DOID:5670
189709000, SNOMEDCT_US_2015_03_01, DOID:5670
36425007, SNOMEDCT_US_2015_03_01, DOID:5670
C0334370, UMLS_CUI, DOID:5670
C18.9, ICD10CM, DOID:5672
D015179, MSH, DOID:5672
C2955, NCI, DOID:5672
C4978, NCI, DOID:5672
C5105, NCI, DOID:5672
363510005, SNOMEDCT_US_2015_03_01, DOID:5672
408645001, SNOMEDCT_US_2015_03_01, DOID:5672
93854002, SNOMEDCT_US_2015_03_01, DOID:5672
C0009402, UMLS_CUI, DOID:5672
C0346629, UMLS_CUI, DOID:5672
C1319315, UMLS_CUI, DOID:5672
D000230, MSH, DOID:5675
C3680, NCI, DOID:5675
30156004, SNOMEDCT_US_2015_03_01, DOID:5675
C0205643, UMLS_CUI, DOID:5675
C8885, NCI, DOID:5677
C1334582, UMLS_CUI, DOID:5677
362.85, ICD9CM, DOID:5678
87194000, SNOMEDCT_US_2015_03_01, DOID:5678
C0474334, UMLS_CUI, DOID:5678
H35.9, ICD10CM, DOID:5679
362.9, ICD9CM, DOID:5679
D012164, MSH, DOID:5679
C26875, NCI, DOID:5679
C62601, NCI, DOID:5679
193430004, SNOMEDCT_US_2015_03_01, DOID:5679
267715002, SNOMEDCT_US_2015_03_01, DOID:5679
29555009, SNOMEDCT_US_2015_03_01, DOID:5679
35426003, SNOMEDCT_US_2015_03_01, DOID:5679
399625000, SNOMEDCT_US_2015_03_01, DOID:5679
C0035309, UMLS_CUI, DOID:5679
C6341, NCI, DOID:5680
C0238448, UMLS_CUI, DOID:5680
C8108, NCI, DOID:5681
254872007, SNOMEDCT_US_2015_03_01, DOID:5681
C0346183, UMLS_CUI, DOID:5681
D061325, MSH, DOID:5683
C8493, NCI, DOID:5683
604370, OMIM, DOID:5683
612555, OMIM, DOID:5683
613399, OMIM, DOID:5683
614291, OMIM, DOID:5683
227535, ORDO, DOID:5683
C0677776, UMLS_CUI, DOID:5683
C92206, NCI, DOID:5684
271510, OMIM, DOID:5684
C0920349, UMLS_CUI, DOID:5684
D014898, MSH, DOID:5688
C3447, NCI, DOID:5688
277700, OMIM, DOID:5688
902, ORDO, DOID:5688
190590004, SNOMEDCT_US_2015_03_01, DOID:5688
190592007, SNOMEDCT_US_2015_03_01, DOID:5688
51626007, SNOMEDCT_US_2015_03_01, DOID:5688
C0043119, UMLS_CUI, DOID:5688
C4250, NCI, DOID:5690
28655007, SNOMEDCT_US_2015_03_01, DOID:5690
C1370889, UMLS_CUI, DOID:5690
H47.6, ICD10CM, DOID:5691
377.7, ICD9CM, DOID:5691
C35275, NCI, DOID:5691
128329001, SNOMEDCT_US_2015_03_01, DOID:5691
194071005, SNOMEDCT_US_2015_03_01, DOID:5691
413924001, SNOMEDCT_US_2015_03_01, DOID:5691
86492004, SNOMEDCT_US_2015_03_01, DOID:5691
C0234398, UMLS_CUI, DOID:5691
C4252, NCI, DOID:5692
404070007, SNOMEDCT_US_2015_03_01, DOID:5692
43296007, SNOMEDCT_US_2015_03_01, DOID:5692
C0334471, UMLS_CUI, DOID:5692
C7811, NCI, DOID:5693
C0278608, UMLS_CUI, DOID:5693
C5705, NCI, DOID:5694
C1333456, UMLS_CUI, DOID:5694
C8091, NCI, DOID:5695
C0279984, UMLS_CUI, DOID:5695
C6021, NCI, DOID:5696
C1334372, UMLS_CUI, DOID:5696
C6419, NCI, DOID:5697
C1335165, UMLS_CUI, DOID:5697
C6509, NCI, DOID:5698
128883006, SNOMEDCT_US_2015_03_01, DOID:5698
C1266130, UMLS_CUI, DOID:5698
C6185, NCI, DOID:5699
C1335745, UMLS_CUI, DOID:5699
I06.1, ICD10CM, DOID:57
395.1, ICD9CM, DOID:57
396.3, ICD9CM, DOID:57
D001022, MSH, DOID:57
C50861, NCI, DOID:57
C51223, NCI, DOID:57
155283004, SNOMEDCT_US_2015_03_01, DOID:57
194736003, SNOMEDCT_US_2015_03_01, DOID:57
60234000, SNOMEDCT_US_2015_03_01, DOID:57
78031003, SNOMEDCT_US_2015_03_01, DOID:57
C0003504, UMLS_CUI, DOID:57
C0155568, UMLS_CUI, DOID:57
C0264774, UMLS_CUI, DOID:57
C5488, NCI, DOID:5700
C1333778, UMLS_CUI, DOID:5700
C5187, NCI, DOID:5701
C1332632, UMLS_CUI, DOID:5701
D008080, MSH, DOID:5702
C3705, NCI, DOID:5702
112683004, SNOMEDCT_US_2015_03_01, DOID:5702
404071006, SNOMEDCT_US_2015_03_01, DOID:5702
C0205825, UMLS_CUI, DOID:5702
C4253, NCI, DOID:5703
11073003, SNOMEDCT_US_2015_03_01, DOID:5703
C0334472, UMLS_CUI, DOID:5703
C6507, NCI, DOID:5704
28655007, SNOMEDCT_US_2015_03_01, DOID:5704
404068003, SNOMEDCT_US_2015_03_01, DOID:5704
C0334469, UMLS_CUI, DOID:5704
C27489, NCI, DOID:5705
404073009, SNOMEDCT_US_2015_03_01, DOID:5705
C1275275, UMLS_CUI, DOID:5705
C27781, NCI, DOID:5709
C0545074, UMLS_CUI, DOID:5709
G56.1, ICD10CM, DOID:571
G56.10, ICD10CM, DOID:571
354.1, ICD9CM, DOID:571
193127001, SNOMEDCT_US_2015_03_01, DOID:571
194512000, SNOMEDCT_US_2015_03_01, DOID:571
C0154742, UMLS_CUI, DOID:571
C40321, NCI2009_04D, DOID:5711
C5615, NCI, DOID:5712
C1333175, UMLS_CUI, DOID:5712
C6614, NCI, DOID:5713
C1334663, UMLS_CUI, DOID:5713
C6973, NCI, DOID:5714
C1334242, UMLS_CUI, DOID:5714
C4009, NCI, DOID:5715
C4348, NCI, DOID:5715
254962005, SNOMEDCT_US_2015_03_01, DOID:5715
C0338078, UMLS_CUI, DOID:5715
C7047, NCI, DOID:5716
C7911, NCI, DOID:5716
C0278864, UMLS_CUI, DOID:5716
C0851693, UMLS_CUI, DOID:5716
C4827, NCI, DOID:5718
281562007, SNOMEDCT_US_2015_03_01, DOID:5718
C0559460, UMLS_CUI, DOID:5718
C74.1, ICD10CM, DOID:5719
C4396, NCI, DOID:5719
C4856, NCI, DOID:5719
127023007, SNOMEDCT_US_2015_03_01, DOID:5719
363480001, SNOMEDCT_US_2015_03_01, DOID:5719
371965009, SNOMEDCT_US_2015_03_01, DOID:5719
93666006, SNOMEDCT_US_2015_03_01, DOID:5719
C0344456, UMLS_CUI, DOID:5719
C0596046, UMLS_CUI, DOID:5719
354, ICD9CM, DOID:572
155072002, SNOMEDCT_US_2015_03_01, DOID:572
193125009, SNOMEDCT_US_2015_03_01, DOID:572
C0154741, UMLS_CUI, DOID:572
H47.2, ICD10CM, DOID:5723
H47.20, ICD10CM, DOID:5723
377.1, ICD9CM, DOID:5723
377.10, ICD9CM, DOID:5723
D009896, MSH, DOID:5723
C34863, NCI, DOID:5723
165300, OMIM, DOID:5723
165500, OMIM, DOID:5723
258500, OMIM, DOID:5723
311050, OMIM, DOID:5723
605293, OMIM, DOID:5723
610708, OMIM, DOID:5723
98673, ORDO, DOID:5723
155188004, SNOMEDCT_US_2015_03_01, DOID:5723
194042009, SNOMEDCT_US_2015_03_01, DOID:5723
194046007, SNOMEDCT_US_2015_03_01, DOID:5723
267742001, SNOMEDCT_US_2015_03_01, DOID:5723
76976005, SNOMEDCT_US_2015_03_01, DOID:5723
C0029124, UMLS_CUI, DOID:5723
C39907, NCI, DOID:5724
C1519234, UMLS_CUI, DOID:5724
C40019, NCI, DOID:5725
C1514907, UMLS_CUI, DOID:5725
C40142, NCI, DOID:5726
C3642324, UMLS_CUI, DOID:5726
C40133, NCI, DOID:5727
C1519870, UMLS_CUI, DOID:5727
C3958, NCI, DOID:5728
62557001, SNOMEDCT_US_2015_03_01, DOID:5728
703634007, SNOMEDCT_US_2015_03_01, DOID:5728
C0267785, UMLS_CUI, DOID:5728
C4518, NCI, DOID:5729
C5356, NCI, DOID:5729
254883003, SNOMEDCT_US_2015_03_01, DOID:5729
C0346200, UMLS_CUI, DOID:5729
D009408, MSH, DOID:573
C27221, NCI, DOID:573
155085004, SNOMEDCT_US_2015_03_01, DOID:573
45781009, SNOMEDCT_US_2015_03_01, DOID:573
C0027743, UMLS_CUI, DOID:573
C1510429, UMLS_CUI, DOID:573
C40119, NCI, DOID:5730
36742000, SNOMEDCT_US_2015_03_01, DOID:5730
C0269043, UMLS_CUI, DOID:5730
N70.11, ICD10CM, DOID:5731
C40118, NCI, DOID:5731
55551005, SNOMEDCT_US_2015_03_01, DOID:5731
C0269041, UMLS_CUI, DOID:5731
N70, ICD10CM, DOID:5732
C34968, NCI, DOID:5732
155974004, SNOMEDCT_US_2015_03_01, DOID:5732
266651008, SNOMEDCT_US_2015_03_01, DOID:5732
35263009, SNOMEDCT_US_2015_03_01, DOID:5732
397810006, SNOMEDCT_US_2015_03_01, DOID:5732
9400007, SNOMEDCT_US_2015_03_01, DOID:5732
C0034220, UMLS_CUI, DOID:5732
N70.91, ICD10CM, DOID:5733
D012488, MSH, DOID:5733
C26880, NCI, DOID:5733
155968004, SNOMEDCT_US_2015_03_01, DOID:5733
198151009, SNOMEDCT_US_2015_03_01, DOID:5733
266648001, SNOMEDCT_US_2015_03_01, DOID:5733
88157006, SNOMEDCT_US_2015_03_01, DOID:5733
C0036130, UMLS_CUI, DOID:5733
G64, ICD10CM, DOID:574
350-359.99, ICD9CM, DOID:574
D010523, MSH, DOID:574
C27580, NCI, DOID:574
C27587, NCI, DOID:574
155064004, SNOMEDCT_US_2015_03_01, DOID:574
155080009, SNOMEDCT_US_2015_03_01, DOID:574
155100008, SNOMEDCT_US_2015_03_01, DOID:574
193088006, SNOMEDCT_US_2015_03_01, DOID:574
193264002, SNOMEDCT_US_2015_03_01, DOID:574
264554005, SNOMEDCT_US_2015_03_01, DOID:574
267706009, SNOMEDCT_US_2015_03_01, DOID:574
302226006, SNOMEDCT_US_2015_03_01, DOID:574
42658009, SNOMEDCT_US_2015_03_01, DOID:574
C0031117, UMLS_CUI, DOID:574
C1335029, UMLS_CUI, DOID:574
C27455, NCI, DOID:5740
C1336009, UMLS_CUI, DOID:5740
C27454, NCI, DOID:5741
C95599, NCI, DOID:5741
C2033037, UMLS_CUI, DOID:5741
C7977, NCI, DOID:5742
C0279661, UMLS_CUI, DOID:5742
C40367, NCI, DOID:5743
C1515868, UMLS_CUI, DOID:5743
C40025, NCI, DOID:5744
C7550, NCI, DOID:5744
C1335177, UMLS_CUI, DOID:5744
C1518234, UMLS_CUI, DOID:5744
C7978, NCI, DOID:5746
C0279663, UMLS_CUI, DOID:5746
C40136, NCI, DOID:5747
C1519872, UMLS_CUI, DOID:5747
I09.89, ICD10CM, DOID:5748
397.1, ICD9CM, DOID:5748
18687009, SNOMEDCT_US_2015_03_01, DOID:5748
194747005, SNOMEDCT_US_2015_03_01, DOID:5748
266283005, SNOMEDCT_US_2015_03_01, DOID:5748
C0155579, UMLS_CUI, DOID:5748
424.3, ICD9CM, DOID:5749
C78579, NCI, DOID:5749
195001000, SNOMEDCT_US_2015_03_01, DOID:5749
76267008, SNOMEDCT_US_2015_03_01, DOID:5749
C0034087, UMLS_CUI, DOID:5749
C27838, NCI, DOID:5750
C1336921, UMLS_CUI, DOID:5750
C5724, NCI, DOID:5751
C1335315, UMLS_CUI, DOID:5751
C40201, NCI, DOID:5752
C1516431, UMLS_CUI, DOID:5752
C26762, NCI, DOID:5757
155980007, SNOMEDCT_US_2015_03_01, DOID:5757
198201006, SNOMEDCT_US_2015_03_01, DOID:5757
266654000, SNOMEDCT_US_2015_03_01, DOID:5757
31354001, SNOMEDCT_US_2015_03_01, DOID:5757
C0014127, UMLS_CUI, DOID:5757
C535700, MSH, DOID:5758
C4268, NCI, DOID:5758
89623007, SNOMEDCT_US_2015_03_01, DOID:5758
C0334492, UMLS_CUI, DOID:5758
D012626, MSH, DOID:5759
C3363, NCI, DOID:5759
126491004, SNOMEDCT_US_2015_03_01, DOID:5759
C0036503, UMLS_CUI, DOID:5759
R80, ICD10CM, DOID:576
R80.9, ICD10CM, DOID:576
791.0, ICD9CM, DOID:576
D011507, MSH, DOID:576
C38012, NCI, DOID:576
144515004, SNOMEDCT_US_2015_03_01, DOID:576
158565005, SNOMEDCT_US_2015_03_01, DOID:576
158568007, SNOMEDCT_US_2015_03_01, DOID:576
167279003, SNOMEDCT_US_2015_03_01, DOID:576
207310001, SNOMEDCT_US_2015_03_01, DOID:576
207315006, SNOMEDCT_US_2015_03_01, DOID:576
232691000, SNOMEDCT_US_2015_03_01, DOID:576
236719005, SNOMEDCT_US_2015_03_01, DOID:576
29738008, SNOMEDCT_US_2015_03_01, DOID:576
C0033687, UMLS_CUI, DOID:576
C40369, NCI, DOID:5760
C1519207, UMLS_CUI, DOID:5760
C40309, NCI, DOID:5761
C1520094, UMLS_CUI, DOID:5761
C38152, NCI, DOID:5763
C1333065, UMLS_CUI, DOID:5763
C5276, NCI, DOID:5764
C5668, NCI, DOID:5764
C1334450, UMLS_CUI, DOID:5764
C1335488, UMLS_CUI, DOID:5764
D047868, MSH, DOID:5766
C5656, NCI, DOID:5766
707365008, SNOMEDCT_US_2015_03_01, DOID:5766
C1334455, UMLS_CUI, DOID:5766
C5671, NCI, DOID:5767
126707007, SNOMEDCT_US_2015_03_01, DOID:5767
C1290358, UMLS_CUI, DOID:5767
C35795, NCI, DOID:5768
154400, OMIM, DOID:5768
C1332140, UMLS_CUI, DOID:5768
C4478, NCI, DOID:5769
254756007, SNOMEDCT_US_2015_03_01, DOID:5769
402477000, SNOMEDCT_US_2015_03_01, DOID:5769
66174008, SNOMEDCT_US_2015_03_01, DOID:5769
C0346054, UMLS_CUI, DOID:5769
C5503, NCI, DOID:5772
C1332882, UMLS_CUI, DOID:5772
K13.5, ICD10CM, DOID:5773
528.8, ICD9CM, DOID:5773
D009914, MSH, DOID:5773
C34866, NCI, DOID:5773
32883009, SNOMEDCT_US_2015_03_01, DOID:5773
C0029171, UMLS_CUI, DOID:5773
C0029172, UMLS_CUI, DOID:5773
C27777, NCI, DOID:5774
C1333817, UMLS_CUI, DOID:5774
C5395, NCI, DOID:5775
C1333086, UMLS_CUI, DOID:5775
C7053, NCI, DOID:5776
C1332863, UMLS_CUI, DOID:5776
C5698, NCI, DOID:5777
C1335686, UMLS_CUI, DOID:5777
H73.81, ICD10CM, DOID:5781
384.81, ICD9CM, DOID:5781
194322005, SNOMEDCT_US_2015_03_01, DOID:5781
38645004, SNOMEDCT_US_2015_03_01, DOID:5781
C0155470, UMLS_CUI, DOID:5781
H73.9, ICD10CM, DOID:5782
H73.90, ICD10CM, DOID:5782
384.9, ICD9CM, DOID:5782
194326008, SNOMEDCT_US_2015_03_01, DOID:5782
21426000, SNOMEDCT_US_2015_03_01, DOID:5782
C0041825, UMLS_CUI, DOID:5782
C5821, NCI, DOID:5784
C1333462, UMLS_CUI, DOID:5784
C7097, NCI, DOID:5789
C1334784, UMLS_CUI, DOID:5789
C7095, NCI, DOID:5798
C1334543, UMLS_CUI, DOID:5798
274.11, ICD9CM, DOID:580
16410004, SNOMEDCT_US_2015_03_01, DOID:580
190831009, SNOMEDCT_US_2015_03_01, DOID:580
197793002, SNOMEDCT_US_2015_03_01, DOID:580
267441009, SNOMEDCT_US_2015_03_01, DOID:580
C0403719, UMLS_CUI, DOID:580
D021922, MSH, DOID:5804
C0012628, UMLS_CUI, DOID:5804
D001020, MSH, DOID:5805
C85172, NCI, DOID:5805
C0003500, UMLS_CUI, DOID:5805
C6589, NCI, DOID:5809
C1332994, UMLS_CUI, DOID:5809
1560-6660, CSP, DOID:5810
D81.3, ICD10CM, DOID:5810
C3962, NCI, DOID:5810
102700, OMIM, DOID:5810
124523006, SNOMEDCT_US_2015_03_01, DOID:5810
190738006, SNOMEDCT_US_2015_03_01, DOID:5810
190999009, SNOMEDCT_US_2015_03_01, DOID:5810
44940001, SNOMEDCT_US_2015_03_01, DOID:5810
C0268124, UMLS_CUI, DOID:5810
D81.6, ICD10CM, DOID:5812
D016511, MSH, DOID:5812
C3895, NCI, DOID:5812
209920, OMIM, DOID:5812
71904008, SNOMEDCT_US_2015_03_01, DOID:5812
C0242583, UMLS_CUI, DOID:5812
D81.5, ICD10CM, DOID:5813
C562587, MSH, DOID:5813
C3963, NCI, DOID:5813
613179, OMIM, DOID:5813
124271005, SNOMEDCT_US_2015_03_01, DOID:5813
191000008, SNOMEDCT_US_2015_03_01, DOID:5813
60743005, SNOMEDCT_US_2015_03_01, DOID:5813
C0268125, UMLS_CUI, DOID:5813
C7611, NCI, DOID:5815
276836002, SNOMEDCT_US_2015_03_01, DOID:5815
C0240803, UMLS_CUI, DOID:5815
R82.3, ICD10CM, DOID:582
791.2, ICD9CM, DOID:582
D006456, MSH, DOID:582
C34677, NCI, DOID:582
158571004, SNOMEDCT_US_2015_03_01, DOID:582
207317003, SNOMEDCT_US_2015_03_01, DOID:582
68600005, SNOMEDCT_US_2015_03_01, DOID:582
C0019048, UMLS_CUI, DOID:582
D058617, MSH, DOID:5820
C38661, NCI, DOID:5820
C0545080, UMLS_CUI, DOID:5820
C7184, NCI, DOID:5821
C1334749, UMLS_CUI, DOID:5821
C37869, NCI, DOID:5822
C1333878, UMLS_CUI, DOID:5822
C5165, NCI, DOID:5823
C1332979, UMLS_CUI, DOID:5823
C7587, NCI, DOID:5825
C1332206, UMLS_CUI, DOID:5825
278052009, SNOMEDCT_US_2015_03_01, DOID:5826
C0349669, UMLS_CUI, DOID:5826
C7979, NCI, DOID:5828
254852002, SNOMEDCT_US_2015_03_01, DOID:5828
C0346163, UMLS_CUI, DOID:5828
C40138, NCI, DOID:5829
C1519868, UMLS_CUI, DOID:5829
D55-D59, ICD10CM, DOID:583
D000743, MSH, DOID:583
C34376, NCI, DOID:583
266120, OMIM, DOID:583
612631, OMIM, DOID:583
191231008, SNOMEDCT_US_2015_03_01, DOID:583
191416001, SNOMEDCT_US_2015_03_01, DOID:583
61261009, SNOMEDCT_US_2015_03_01, DOID:583
C0002878, UMLS_CUI, DOID:583
C6343, NCI, DOID:5830
C1332913, UMLS_CUI, DOID:5830
C40111, NCI, DOID:5831
C6279, NCI, DOID:5831
C1333592, UMLS_CUI, DOID:5831
C1517113, UMLS_CUI, DOID:5831
C39921, NCI, DOID:5834
9294008, SNOMEDCT_US_2015_03_01, DOID:5834
C0334517, UMLS_CUI, DOID:5834
C7327, NCI2009_04D, DOID:5838
C7327, NCI, DOID:5838
C1333502, UMLS_CUI, DOID:5838
D018239, MSH, DOID:5842
C7328, NCI, DOID:5842
C9309, NCI, DOID:5842
154532006, SNOMEDCT_US_2015_03_01, DOID:5842
188228003, SNOMEDCT_US_2015_03_01, DOID:5842
189840000, SNOMEDCT_US_2015_03_01, DOID:5842
189841001, SNOMEDCT_US_2015_03_01, DOID:5842
255107005, SNOMEDCT_US_2015_03_01, DOID:5842
269603004, SNOMEDCT_US_2015_03_01, DOID:5842
36741007, SNOMEDCT_US_2015_03_01, DOID:5842
443675005, SNOMEDCT_US_2015_03_01, DOID:5842
C0036631, UMLS_CUI, DOID:5842
C36068, NCI, DOID:5843
C3642318, UMLS_CUI, DOID:5843
0000612, EFO, DOID:5844
I21, ICD10CM, DOID:5844
I22, ICD10CM, DOID:5844
D009203, MSH, DOID:5844
C27996, NCI, DOID:5844
608446, OMIM, DOID:5844
608557, OMIM, DOID:5844
155304006, SNOMEDCT_US_2015_03_01, DOID:5844
194796000, SNOMEDCT_US_2015_03_01, DOID:5844
22298006, SNOMEDCT_US_2015_03_01, DOID:5844
233824008, SNOMEDCT_US_2015_03_01, DOID:5844
266288001, SNOMEDCT_US_2015_03_01, DOID:5844
66514008, SNOMEDCT_US_2015_03_01, DOID:5844
C0027051, UMLS_CUI, DOID:5844
D056988, MSH, DOID:5845
C0262564, UMLS_CUI, DOID:5845
C0746727, UMLS_CUI, DOID:5846
194800006, SNOMEDCT_US_2015_03_01, DOID:5847
C0340319, UMLS_CUI, DOID:5847
C36073, NCI, DOID:5848
C3642319, UMLS_CUI, DOID:5848
C35305, NCI, DOID:5849
C3642476, UMLS_CUI, DOID:5849
0004253, EFO, DOID:585
N20, ICD10CM, DOID:585
N20.2, ICD10CM, DOID:585
592, ICD9CM, DOID:585
167030, OMIM, DOID:585
155867005, SNOMEDCT_US_2015_03_01, DOID:585
197792007, SNOMEDCT_US_2015_03_01, DOID:585
197796005, SNOMEDCT_US_2015_03_01, DOID:585
266556005, SNOMEDCT_US_2015_03_01, DOID:585
266622009, SNOMEDCT_US_2015_03_01, DOID:585
C0156257, UMLS_CUI, DOID:585
D056989, MSH, DOID:5850
194804002, SNOMEDCT_US_2015_03_01, DOID:5850
C0340305, UMLS_CUI, DOID:5850
C35672, NCI, DOID:5851
C3642463, UMLS_CUI, DOID:5851
C35673, NCI, DOID:5852
C3537017, UMLS_CUI, DOID:5852
194801005, SNOMEDCT_US_2015_03_01, DOID:5853
C0340312, UMLS_CUI, DOID:5853
C35400, NCI, DOID:5854
194796000, SNOMEDCT_US_2015_03_01, DOID:5854
233843008, SNOMEDCT_US_2015_03_01, DOID:5854
C0340324, UMLS_CUI, DOID:5854
D056988, MSH, DOID:5855
C0262565, UMLS_CUI, DOID:5855
C4303, NCI, DOID:5861
189881008, SNOMEDCT_US_2015_03_01, DOID:5861
75622000, SNOMEDCT_US_2015_03_01, DOID:5861
C0334551, UMLS_CUI, DOID:5861
C8778, NCI, DOID:5862
C0855011, UMLS_CUI, DOID:5862
C7357, NCI, DOID:5866
26211003, SNOMEDCT_US_2015_03_01, DOID:5866
C0334549, UMLS_CUI, DOID:5866
C6475, NCI, DOID:5867
128775007, SNOMEDCT_US_2015_03_01, DOID:5867
C1266167, UMLS_CUI, DOID:5867
J82, ICD10CM, DOID:5870
D011657, MSH, DOID:5870
C35150, NCI, DOID:5870
196145005, SNOMEDCT_US_2015_03_01, DOID:5870
367542003, SNOMEDCT_US_2015_03_01, DOID:5870
91053000, SNOMEDCT_US_2015_03_01, DOID:5870
C1527407, UMLS_CUI, DOID:5870
C6447, NCI, DOID:5874
C1335776, UMLS_CUI, DOID:5874
C48, ICD10CM, DOID:5875
C48.0, ICD10CM, DOID:5875
158, ICD9CM, DOID:5875
158.0, ICD9CM, DOID:5875
D012186, MSH, DOID:5875
C3357, NCI, DOID:5875
C3537, NCI, DOID:5875
126872008, SNOMEDCT_US_2015_03_01, DOID:5875
187801002, SNOMEDCT_US_2015_03_01, DOID:5875
187805006, SNOMEDCT_US_2015_03_01, DOID:5875
187817008, SNOMEDCT_US_2015_03_01, DOID:5875
254617008, SNOMEDCT_US_2015_03_01, DOID:5875
359767009, SNOMEDCT_US_2015_03_01, DOID:5875
359770008, SNOMEDCT_US_2015_03_01, DOID:5875
363420003, SNOMEDCT_US_2015_03_01, DOID:5875
94092006, SNOMEDCT_US_2015_03_01, DOID:5875
C0035358, UMLS_CUI, DOID:5875
C0153464, UMLS_CUI, DOID:5875
C0153465, UMLS_CUI, DOID:5875
C6798, NCI, DOID:5876
C1332318, UMLS_CUI, DOID:5876
C4570, NCI, DOID:5877
C5346, NCI, DOID:5877
126731002, SNOMEDCT_US_2015_03_01, DOID:5877
363436001, SNOMEDCT_US_2015_03_01, DOID:5877
93778001, SNOMEDCT_US_2015_03_01, DOID:5877
C0346612, UMLS_CUI, DOID:5877
C1290401, UMLS_CUI, DOID:5877
C7635, NCI, DOID:5884
C1337012, UMLS_CUI, DOID:5884
D58.9, ICD10CM, DOID:589
282, ICD9CM, DOID:589
282.9, ICD9CM, DOID:589
D000745, MSH, DOID:589
C34379, NCI, DOID:589
154794008, SNOMEDCT_US_2015_03_01, DOID:589
154801000, SNOMEDCT_US_2015_03_01, DOID:589
191208008, SNOMEDCT_US_2015_03_01, DOID:589
267556002, SNOMEDCT_US_2015_03_01, DOID:589
267558001, SNOMEDCT_US_2015_03_01, DOID:589
38911009, SNOMEDCT_US_2015_03_01, DOID:589
42601008, SNOMEDCT_US_2015_03_01, DOID:589
C0002881, UMLS_CUI, DOID:589
C8269, NCI, DOID:5890
C0280787, UMLS_CUI, DOID:5890
C8097, NCI, DOID:5893
C0279991, UMLS_CUI, DOID:5893
C7947, NCI, DOID:5894
C0279548, UMLS_CUI, DOID:5894
C8988, NCI, DOID:5895
58161009, SNOMEDCT_US_2015_03_01, DOID:5895
C1377853, UMLS_CUI, DOID:5895
C40086, NCI, DOID:5896
C1518695, UMLS_CUI, DOID:5896
C40085, NCI, DOID:5897
C1518694, UMLS_CUI, DOID:5897
C4662, NCI, DOID:5900
128730009, SNOMEDCT_US_2015_03_01, DOID:5900
277527003, SNOMEDCT_US_2015_03_01, DOID:5900
C1266113, UMLS_CUI, DOID:5900
C27791, NCI, DOID:5907
C1334984, UMLS_CUI, DOID:5907
C6982, NCI, DOID:5908
C1336955, UMLS_CUI, DOID:5908
F40, ICD10CM, DOID:591
F40.9, ICD10CM, DOID:591
300.2, ICD9CM, DOID:591
300.20, ICD9CM, DOID:591
D010698, MSH, DOID:591
C35420, NCI, DOID:591
154884005, SNOMEDCT_US_2015_03_01, DOID:591
191720001, SNOMEDCT_US_2015_03_01, DOID:591
191721002, SNOMEDCT_US_2015_03_01, DOID:591
191734001, SNOMEDCT_US_2015_03_01, DOID:591
192393009, SNOMEDCT_US_2015_03_01, DOID:591
192398000, SNOMEDCT_US_2015_03_01, DOID:591
268630000, SNOMEDCT_US_2015_03_01, DOID:591
386808001, SNOMEDCT_US_2015_03_01, DOID:591
386810004, SNOMEDCT_US_2015_03_01, DOID:591
52039009, SNOMEDCT_US_2015_03_01, DOID:591
65673007, SNOMEDCT_US_2015_03_01, DOID:591
C0349231, UMLS_CUI, DOID:591
C5823, NCI, DOID:5913
C1332602, UMLS_CUI, DOID:5913
C7427, NCI, DOID:5914
62681000, SNOMEDCT_US_2015_03_01, DOID:5914
C0334330, UMLS_CUI, DOID:5914
C40170, NCI, DOID:5916
C1519855, UMLS_CUI, DOID:5916
C9371, NCI, DOID:5921
C1377915, UMLS_CUI, DOID:5921
C6954, NCI, DOID:5922
C1332191, UMLS_CUI, DOID:5922
C7109, NCI, DOID:5923
C1333308, UMLS_CUI, DOID:5923
C5845, NCI, DOID:5926
C1335979, UMLS_CUI, DOID:5926
F40.0, ICD10CM, DOID:593
F40.00, ICD10CM, DOID:593
D000379, MSH, DOID:593
C34362, NCI, DOID:593
154885006, SNOMEDCT_US_2015_03_01, DOID:593
192394003, SNOMEDCT_US_2015_03_01, DOID:593
247830007, SNOMEDCT_US_2015_03_01, DOID:593
70691001, SNOMEDCT_US_2015_03_01, DOID:593
C0001818, UMLS_CUI, DOID:593
C8114, NCI, DOID:5936
C0280135, UMLS_CUI, DOID:5936
0004262, EFO, DOID:594
D016584, MSH, DOID:594
C34890, NCI, DOID:594
167870, OMIM, DOID:594
607853, OMIM, DOID:594
609985, OMIM, DOID:594
191705007, SNOMEDCT_US_2015_03_01, DOID:594
192400001, SNOMEDCT_US_2015_03_01, DOID:594
268627007, SNOMEDCT_US_2015_03_01, DOID:594
